driver_id,gender,birth_date,first_active
140304070,M,1980-06-21,2016-02-14
140137481,M,1956-03-11,2015-07-05
140559042,M,1994-02-28,2016-06-22
140320732,F,,2016-02-22
140106711,M,1993-03-16,2015-05-18
140655223,M,1977-02-16,2016-08-13
140484691,M,1972-11-04,2016-05-30
140414420,M,1988-09-26,2016-05-03
140550616,M,1966-09-10,2016-06-20
140554920,F,1977-01-06,2016-06-21
140281716,M,1979-04-21,2016-01-20
140286109,M,1990-05-10,2016-02-08
140475531,M,1988-09-30,2016-05-25
140636750,M,1976-07-16,2016-07-26
140544096,M,1980-12-03,2016-06-27
140213190,M,1960-07-07,2015-11-28
140411755,M,1986-06-07,2016-05-02
140660175,M,1966-09-12,2016-08-03
140317243,F,1973-02-10,2016-02-19
140093823,M,1975-04-07,2015-04-30
140091091,M,1990-02-20,2015-04-25
140655243,M,1984-01-15,2016-08-01
140570519,M,1985-09-05,2016-07-06
140483701,M,1988-04-23,2016-05-28
140368828,M,1996-07-09,2016-04-03
140644091,M,1976-02-10,2016-07-27
140171074,M,1976-09-27,2015-09-10
140139812,M,,2015-07-16
140318072,M,1976-01-03,2016-02-29
140131311,M,1975-08-18,2015-06-22
140160583,M,1973-04-14,2015-08-21
140116310,M,,2015-06-02
140104564,M,,2015-05-13
140477729,M,1963-09-18,2016-05-27
140445648,M,1976-05-25,2016-05-15
140637102,M,1986-02-25,2016-07-27
140576524,M,1984-11-24,2016-07-08
140423592,M,1989-05-10,2016-05-05
140219276,F,1965-09-10,2015-12-03
140176122,M,1981-10-23,2015-09-18
140215146,M,1969-02-17,2015-11-26
140631070,M,1977-05-31,2016-07-26
140575687,M,1968-07-28,2016-07-09
140662211,M,1972-09-06,2016-08-02
140224027,M,1976-04-21,2015-12-15
140408398,M,1975-05-07,2016-04-27
140344233,M,1960-12-28,2016-03-13
140655572,M,1968-04-04,2016-07-31
140136469,M,1978-06-11,2015-06-30
140598613,M,1979-03-03,2016-07-16
140519233,M,1970-09-21,2016-06-12
140185388,M,1982-02-04,2015-09-30
140143133,M,1969-07-20,2015-07-26
140571522,M,1978-12-08,2016-07-08
140338068,M,1979-06-24,2016-03-02
140526304,M,1990-10-31,2016-06-16
140158474,M,1973-05-15,2015-08-20
140566753,M,1972-07-25,2016-07-08
140199258,M,,2015-10-24
140112400,M,1973-08-13,2015-05-26
140105358,M,1982-04-26,2015-05-15
140260563,M,,2016-01-11
140600187,M,1987-01-22,2016-07-17
140529650,M,1988-05-24,2016-07-15
140483330,M,1978-01-01,2016-06-04
140276022,M,1985-04-27,2016-01-20
140544004,M,1970-03-28,2016-06-21
140352711,M,1988-10-19,2016-03-17
140091670,M,,2015-05-25
140598835,M,1984-08-28,2016-07-14
140311397,M,1977-06-14,2016-02-14
140427406,M,1966-12-04,2016-05-14
140530978,M,1991-01-15,2016-06-14
140536720,M,1970-12-09,2016-07-14
140251241,M,1960-04-12,2016-01-06
140157680,M,,2015-09-09
140533187,M,1974-01-16,2016-06-16
140670139,M,1986-06-03,2016-08-08
140089983,M,1978-05-18,2015-04-27
140431954,M,1986-09-11,2016-05-10
140111566,M,,2015-05-29
140567586,M,1967-07-23,2016-07-11
140451790,M,1985-04-21,2016-05-16
140644501,M,1973-05-19,2016-07-27
140223685,M,1978-02-16,2015-12-14
140304398,M,1980-01-27,2016-02-14
140473071,M,1992-02-23,2016-05-24
140664881,M,1978-12-22,2016-08-04
140153866,M,,2015-08-10
140590164,M,1990-12-27,2016-07-13
140453834,M,1987-07-16,2016-05-17
140585435,M,1977-11-19,2016-07-13
140147792,M,,2015-08-15
140198224,M,,2015-10-20
140171664,M,,2015-09-10
140578814,M,1987-08-10,2016-07-17
140469375,M,1973-09-02,2016-05-25
140260830,M,1974-02-20,2016-01-11
140655263,M,1988-11-16,2016-07-31
140365471,M,1981-10-12,2016-04-26
140420443,M,,2016-05-04
140318204,M,1964-06-18,2016-02-21
140505154,M,1977-07-27,2016-06-07
140484714,M,1983-05-22,2016-05-27
140215561,M,1997-02-15,2015-11-26
140620474,M,1978-09-06,2016-07-25
140547811,M,1975-08-20,2016-06-19
140220672,M,1985-12-22,2015-12-09
140193766,M,,2015-10-13
140537052,M,1974-05-23,2016-06-14
140093275,,,2015-05-02
140331482,M,1970-01-04,2016-02-28
140362263,M,1971-06-15,2016-03-24
140230756,M,1979-06-16,2015-12-21
140369369,M,1988-02-04,2016-03-31
140506767,M,1982-04-26,2016-06-05
140094741,M,1972-04-06,2015-05-03
140158730,M,,2015-08-19
140296998,M,1964-02-12,2016-06-03
140184393,M,1974-10-24,2015-10-05
140285802,M,1978-10-09,2016-01-26
140089651,M,1983-01-07,2015-05-19
140115920,F,,2015-06-09
140306392,M,1976-02-02,2016-02-16
140578587,M,1989-08-29,2016-07-10
140227025,M,1989-11-03,2015-12-17
140472096,M,1985-09-03,2016-05-23
140483736,M,1982-09-15,2016-06-02
140216279,M,1960-07-06,2015-11-30
140186410,M,1987-12-17,2015-09-29
140662216,M,1972-02-28,2016-08-02
140131568,M,,2015-06-21
140329074,M,,2016-02-26
140551752,M,1981-08-09,2016-06-22
140146081,M,1984-09-29,2015-07-29
140379624,M,1979-08-06,2016-04-07
140183609,M,1973-12-31,2015-09-25
140565909,M,1985-01-22,2016-07-07
140224182,M,1981-11-23,2015-12-26
140436129,M,1990-06-23,2016-05-11
140383888,F,1975-09-21,2016-04-15
140343924,M,1990-10-01,2016-03-07
140412662,M,1978-08-02,2016-04-30
140626859,M,1973-05-14,2016-07-21
140091310,M,,2015-05-03
140659388,M,1994-01-24,2016-08-02
140650651,M,1990-06-19,2016-08-04
140221400,M,1968-01-27,2015-12-10
140382034,M,1990-03-05,2016-05-05
140139916,M,1965-12-30,2015-07-17
140495602,M,1974-06-01,2016-06-01
140567932,M,1988-11-16,2016-07-08
140344245,M,1981-09-05,2016-07-31
140648646,M,1984-05-21,2016-08-03
140267136,M,1980-03-23,2016-01-14
140618747,M,1973-05-03,2016-07-20
140677265,M,1981-12-17,2016-08-15
140175328,M,1984-03-19,2015-09-16
140194534,M,,2015-10-13
140161454,M,1984-06-28,2015-08-23
140520517,M,1986-12-17,2016-06-09
140483588,M,1993-09-24,2016-05-31
140565815,M,1992-09-30,2016-07-05
140338791,M,1988-03-18,2016-03-02
140131470,M,,2015-07-19
140380885,M,1980-01-10,2016-04-10
140128724,M,1957-03-19,2015-06-16
140496469,M,1986-06-20,2016-05-31
140385579,M,1981-05-03,2016-04-12
140139599,F,1973-06-10,2015-07-16
140625209,M,1977-03-22,2016-07-22
140551278,M,1984-07-15,2016-06-20
140092461,M,1973-11-11,2015-04-28
140604801,F,1985-10-24,2016-07-19
140383155,M,1986-09-28,2016-04-11
140387748,M,1991-11-09,2016-04-13
140353426,M,1994-01-17,2016-03-16
140187801,M,,2015-10-01
140627178,M,1985-11-25,2016-07-27
140160541,M,1970-04-26,2015-08-21
140114722,M,1976-08-18,2015-05-28
140195855,M,1976-04-25,2015-10-19
140370896,M,1977-11-04,2016-05-27
140184967,M,1969-03-06,2015-09-28
140211551,M,1987-02-20,2015-11-19
140593621,M,1955-04-16,2016-07-16
140209728,M,1982-09-04,2015-11-15
140472184,M,1990-03-13,2016-05-23
140158482,M,,2015-08-19
140105377,M,,2015-05-14
140269706,M,1979-01-17,2016-01-14
140128797,M,1969-09-29,2015-06-17
140590335,M,1981-07-19,2016-07-13
140133873,M,1986-05-29,2015-06-24
140515341,M,1978-06-02,2016-06-08
140144847,M,,2015-07-28
140158914,M,,2015-08-20
140289043,M,,2016-01-26
140265967,M,,2016-01-13
140144039,M,,2015-07-27
140146138,M,1994-03-24,2015-07-29
140409934,M,1985-06-26,2016-05-31
140173905,M,1969-01-18,2015-09-17
140306466,M,1982-10-05,2016-02-27
140173838,M,,2015-09-16
140450879,M,1976-08-17,2016-05-16
140268482,M,1970-07-30,2016-01-19
140170334,M,,2015-09-07
140501654,M,1978-10-09,2016-06-03
140435467,M,1993-11-06,2016-05-11
140341793,M,1959-10-06,2016-03-06
140195985,M,,2015-10-16
140236934,M,1984-12-19,2015-12-30
140104146,M,1958-10-11,2015-05-24
140196340,M,,2015-10-16
140435452,M,1985-04-14,2016-05-13
140596795,M,1976-06-24,2016-07-14
140193558,M,,2015-10-13
140472775,M,1981-10-03,2016-05-26
140404615,M,1972-08-30,2016-04-29
140299008,M,1970-10-28,2016-02-16
140680826,M,1974-02-12,2016-08-10
140408288,M,1998-05-06,2016-04-27
140553205,M,1992-07-17,2016-06-25
140177939,M,1974-11-18,2015-09-20
140088560,M,1973-07-03,2015-04-22
140509944,M,1988-06-08,2016-06-18
140261059,M,1975-12-03,2016-01-12
140539791,M,1989-10-05,2016-06-15
140120903,M,,2015-06-05
140455768,M,1977-12-01,2016-05-18
140472741,F,1978-10-06,2016-05-25
140213015,M,1990-03-31,2015-11-23
140595062,M,1988-01-17,2016-07-17
140103623,M,1991-12-19,2015-12-06
140400480,M,1997-05-19,2016-04-21
140498372,M,1979-07-15,2016-06-02
140517950,M,1981-04-06,2016-06-10
140197531,M,,2015-10-18
140116816,M,1971-11-23,2015-06-01
140465696,M,1993-11-18,2016-05-23
140141848,M,,2015-07-23
140684885,M,1985-12-21,2016-08-11
140595610,M,1992-09-15,2016-07-15
140664255,M,1971-09-05,2016-08-05
140318694,M,1989-09-15,2016-02-22
140569981,M,1978-10-09,2016-07-06
140093911,M,1987-05-15,2015-05-01
140496088,M,1990-10-17,2016-06-03
140440173,M,1989-03-08,2016-05-12
140131226,M,,2015-06-21
140580728,M,1977-01-23,2016-07-12
140685131,M,,2016-08-15
140550569,M,1989-10-03,2016-07-04
140153800,M,,2015-08-11
140091040,M,,2015-06-09
140625379,M,1986-06-06,2016-07-24
140599785,M,1985-03-21,2016-07-17
140157665,M,1968-05-02,2015-08-27
140118278,M,1990-11-24,2015-06-02
140678082,M,1994-10-14,2016-08-09
140538582,M,1985-05-30,2016-06-17
140139752,M,,2015-07-16
140564979,M,1977-10-03,2016-07-04
140145375,M,,2015-07-28
140153927,M,1993-02-03,2015-08-10
140415195,M,1981-11-15,2016-05-18
140494207,M,1993-12-18,2016-06-02
140679979,M,1990-09-14,2016-08-10
140119242,M,,2015-06-03
140148312,M,,2015-08-03
140219964,M,1979-11-14,2015-12-11
140151576,M,,2015-08-05
140267455,M,,2016-01-15
140350045,M,1984-10-05,2016-04-20
140638970,M,1983-02-22,2016-07-27
140441424,M,1975-03-17,2016-05-12
140512117,M,1975-09-16,2016-06-09
140157697,M,1991-09-14,2015-08-17
140422267,M,1984-06-01,2016-05-04
140118989,M,,2015-06-03
140109367,M,,2015-05-21
140390400,M,1983-04-30,2016-04-21
140449131,M,1987-11-05,2016-05-17
140575091,M,1979-01-07,2016-07-08
140351375,M,1985-12-22,2016-03-16
140270289,M,1976-03-19,2016-01-15
140130559,M,1981-02-12,2015-07-13
140372041,M,1987-06-11,2016-04-11
140427620,M,1982-11-04,2016-05-14
140560277,M,1978-07-20,2016-07-09
140339011,M,1991-04-29,2016-03-07
140499883,M,1963-05-30,2016-06-22
140585716,M,1988-03-23,2016-08-10
140484191,M,1989-06-17,2016-05-28
140469254,M,1983-04-23,2016-06-21
140342819,M,1987-10-12,2016-03-06
140404353,M,1991-04-22,2016-04-26
140464785,M,1979-04-06,2016-05-22
140627211,M,1969-04-05,2016-07-26
140317882,M,1984-12-13,2016-02-19
140176513,M,,2015-09-20
140172063,M,,2015-09-10
140356056,M,1978-05-31,2016-03-20
140513999,M,1986-07-23,2016-06-09
140493027,M,1958-02-12,2016-05-31
140278978,F,1984-03-03,2016-01-20
140210561,M,1981-02-22,2015-11-15
140357373,M,1987-04-15,2016-04-28
140172171,M,1973-04-21,2015-09-13
140509511,F,1977-05-28,2016-06-07
140421774,M,1971-01-13,2016-05-04
140142923,M,,2015-08-08
140350665,M,1995-03-25,2016-03-16
140183756,M,,2015-09-26
140134862,M,1971-01-12,2015-06-28
140501270,M,1991-03-13,2016-06-03
140139055,M,,2015-07-15
140155760,M,,2015-08-12
140210113,M,1985-08-25,2015-11-16
140215472,M,1981-09-26,2015-12-01
140447495,M,1970-08-15,2016-05-15
140629535,M,1980-02-15,2016-08-13
140339541,M,1966-04-02,2016-03-02
140563709,M,1980-05-05,2016-07-06
140238668,M,1983-07-22,2015-12-31
140325812,M,1961-12-16,2016-02-28
140563012,M,1983-04-21,2016-07-15
140163424,M,,2015-08-26
140549385,M,1986-11-11,2016-06-20
140582544,M,1967-11-21,2016-07-11
140249501,M,1978-09-27,2016-01-10
140615799,M,1980-10-02,2016-07-19
140420818,M,1989-05-06,2016-05-04
140092231,M,,2015-04-28
140153306,M,,2015-09-12
140234020,M,1995-03-05,2016-01-12
140235882,M,1985-04-24,2015-12-23
140108428,M,,2015-05-20
140090380,M,1977-12-14,2015-04-25
140311617,M,1987-04-21,2016-02-16
140531977,M,1980-02-07,2016-06-13
140142699,M,,2015-07-24
140563621,M,1985-04-18,2016-07-30
140482956,M,1980-11-21,2016-05-27
140114693,M,,2015-05-28
140286723,M,1978-10-28,2016-01-28
140234016,M,1973-05-23,2015-12-22
140116206,M,1982-08-11,2015-06-01
140400573,M,1965-04-08,2016-04-22
140127601,M,,2015-06-15
140317133,M,1985-07-08,2016-02-19
140470380,M,1988-09-12,2016-05-31
140224453,M,1981-08-08,2015-12-16
140208920,M,1986-10-05,2015-12-03
140258158,M,1971-01-13,2016-01-29
140499929,M,1975-05-20,2016-06-04
140089757,M,1974-02-02,2015-04-21
140508631,M,1988-06-29,2016-06-06
140148928,M,,2015-08-04
140173113,M,1976-11-10,2015-09-14
140240862,M,1971-04-26,2015-12-29
140261656,M,,2016-01-12
140466197,M,1989-04-14,2016-05-21
140209509,M,1994-04-24,2015-11-15
140122154,M,1976-03-09,2015-06-07
140091161,M,1972-11-25,2015-04-28
140629555,M,1975-06-03,2016-07-25
140135658,M,1971-07-30,2015-07-03
140144053,M,,2015-07-27
140289343,M,,2016-03-03
140547724,M,1992-08-08,2016-07-05
140502512,M,1972-08-25,2016-06-02
140139410,M,,2015-07-17
140677958,M,1991-11-30,2016-08-09
140447210,M,1984-10-08,2016-05-15
140463482,M,1962-12-03,2016-05-22
140500921,M,1991-10-04,2016-06-03
140211574,M,1966-10-16,2015-11-17
140355941,M,1966-12-21,2016-03-24
140626732,M,1992-10-20,2016-07-29
140611369,M,1992-10-04,2016-07-19
140420451,M,1972-07-15,2016-05-07
140565369,M,1993-01-11,2016-07-05
140465625,M,1980-07-06,2016-05-20
140641336,M,1982-12-31,2016-07-26
140303641,M,1983-09-27,2016-02-14
140686590,M,1982-09-15,2016-08-26
140136414,M,,2015-07-02
140356209,M,1972-09-28,2016-03-24
140119455,M,1983-07-13,2015-06-03
140113398,M,,2015-05-29
140411456,M,1991-06-26,2016-04-29
140110837,M,,2015-05-25
140111392,M,1972-12-03,2015-05-25
140316829,M,1971-10-26,2016-02-21
140588728,M,1991-06-11,2016-07-12
140090979,M,,2015-04-25
140477968,M,1981-07-10,2016-05-25
140129067,M,1982-01-02,2015-06-17
140409797,M,1987-05-02,2016-04-29
140604811,M,1991-02-18,2016-07-19
140447028,M,1984-01-24,2016-08-04
140479363,M,1974-01-21,2016-05-27
140107796,M,1977-07-16,2015-05-20
140174920,M,1979-09-04,2015-09-17
140396049,M,1979-04-11,2016-04-20
140115543,M,1994-06-08,2015-06-18
140156336,F,1954-10-01,2015-08-14
140391696,M,1990-11-11,2016-04-26
140218615,M,1980-07-12,2015-12-03
140565108,M,1984-01-06,2016-07-04
140659293,M,1986-12-04,2016-08-01
140352493,M,1984-02-27,2016-03-16
140211632,M,1980-06-25,2015-11-18
140669111,M,1966-08-16,2016-08-11
140634503,M,1989-05-16,2016-07-25
140092933,M,,2015-05-02
140160992,M,1986-07-15,2015-08-27
140562964,M,1987-04-25,2016-07-08
140192285,M,,2015-10-11
140319539,M,1979-03-26,2016-06-28
140548727,M,1991-09-12,2016-07-12
140642123,F,1981-11-07,2016-08-17
140102023,M,,2015-05-24
140116342,M,1978-10-05,2015-06-06
140233668,M,1985-01-16,2015-12-23
140528934,M,1994-01-15,2016-06-13
140679952,M,1975-08-21,2016-08-11
140305887,M,,2016-02-29
140188056,M,1970-12-29,2015-10-01
140209272,M,1969-04-17,2015-11-18
140578904,M,1993-09-02,2016-07-13
140614234,M,1990-03-13,2016-07-19
140183882,M,,2015-09-25
140311685,F,1982-10-14,2016-02-14
140575922,M,1981-11-15,2016-07-07
140466534,M,1984-11-27,2016-06-04
140167487,M,,2015-09-01
140157958,M,1982-08-20,2015-08-18
140466092,M,1975-02-14,2016-05-29
140144861,M,1980-09-17,2015-07-28
140267404,M,1975-06-28,2016-01-14
140157903,M,1981-07-14,2015-08-18
140511220,M,1982-08-03,2016-06-06
140119336,M,,2015-06-03
140321854,M,1959-01-10,2016-02-23
140663212,M,1997-02-05,2016-08-04
140632161,M,1978-07-20,2016-07-25
140137386,M,,2015-07-02
140617903,M,1972-12-06,2016-07-20
140485803,M,1995-08-06,2016-05-30
140590601,M,1989-08-05,2016-07-12
140191341,M,1988-01-19,2015-10-09
140320447,M,1985-07-17,2016-02-26
140466201,M,1983-07-20,2016-05-24
140568876,M,1969-09-24,2016-07-06
140134375,M,1978-03-08,2015-06-25
140627461,M,1989-08-14,2016-07-28
140156453,M,,2015-08-14
140291416,M,1972-12-10,2016-02-07
140208849,F,1996-03-02,2015-11-11
140247771,M,1983-06-29,2016-01-05
140382886,M,1981-01-17,2016-04-11
140410101,M,1989-09-18,2016-04-29
140309537,M,1978-08-26,2016-02-12
140097482,M,,2015-06-01
140143308,M,,2015-07-24
140652888,M,1969-05-05,2016-07-30
140429839,M,1982-08-26,2016-05-10
140637993,M,1983-08-17,2016-07-26
140588543,M,1963-11-08,2016-07-12
140453580,M,1989-11-03,2016-05-20
140138288,M,1979-11-27,2015-07-13
140401924,M,1977-09-26,2016-05-13
140176344,M,,2015-09-19
140650641,M,1977-08-26,2016-07-29
140154565,M,1967-08-06,2015-08-11
140110264,M,,2015-05-24
140155102,M,1960-04-05,2015-08-12
140487570,M,1990-12-13,2016-06-03
140433731,M,1978-04-16,2016-05-09
140194545,M,1985-05-08,2015-10-13
140531544,M,1983-12-29,2016-06-13
140172988,M,1981-08-20,2015-09-26
140497369,M,1981-12-11,2016-06-02
140325308,M,1989-07-06,2016-02-25
140585384,M,1958-02-03,2016-07-11
140562391,F,1997-08-01,2016-07-13
140138175,M,1981-04-19,2015-07-14
140132529,M,,2015-06-24
140631394,M,1986-01-25,2016-07-26
140172002,M,,2015-09-10
140345575,M,1976-12-13,2016-03-08
140659540,M,1985-08-16,2016-08-02
140116587,M,1995-05-27,2015-06-01
140449250,M,1989-12-21,2016-05-20
140179922,M,,2015-09-21
140189861,M,1996-01-09,2015-10-07
140658582,M,1974-05-17,2016-08-03
140610806,M,1978-05-14,2016-07-19
140141966,M,1960-10-23,2015-07-22
140276953,M,1979-10-08,2016-02-14
140148626,M,,2015-08-04
140174329,M,1984-05-27,2015-09-30
140218787,M,1987-04-12,2015-12-03
140300971,M,,2016-02-16
140576827,M,1975-11-07,2016-07-08
140173978,M,,2015-09-15
140583042,F,1974-03-05,2016-07-11
140511596,M,1994-10-13,2016-06-07
140341470,M,1985-03-09,2016-03-06
140171334,M,1971-01-25,2015-09-10
140105705,M,1984-01-15,2015-05-14
140447225,M,1989-08-01,2016-05-17
140386746,F,1964-09-26,2016-04-17
140194512,M,1987-12-17,2015-10-14
140161617,M,,2015-08-24
140386561,M,1982-11-07,2016-04-13
140541599,M,1978-10-06,2016-06-19
140476405,M,1985-03-05,2016-05-28
